ID,Description
COG0803,Belongs to the bacterial solute-binding protein 9 family
COG0804,urea catabolic process
COG0805,protein transport
COG0806,An accessory protein needed during the final step in the assembly of 30S ribosomal subunit, possibly for assembly of the head region. Probably interacts with S19. Essential for efficient processing of 16S rRNA. May be needed both before and after RbfA during the maturation of 16S rRNA. It has affinity for free ribosomal 30S subunits but not for 70S ribosomes
COG0807,Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate
COG0809,Transfers and isomerizes the ribose moiety from AdoMet to the 7-aminomethyl group of 7-deazaguanine (preQ1-tRNA) to give epoxyqueuosine (oQ-tRNA)
32T5K,COG0810 Periplasmic protein TonB links inner and outer membranes
33V4T,COG0810 Periplasmic protein TonB, links inner and outer membranes
COG0810,Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins
COG0811,peptide transport
COG0812,UDP-N-acetylmuramate dehydrogenase activity
COG0813,purine-nucleoside phosphorylase activity
COG0815,Transfers the fatty acyl group on membrane lipoproteins
COG0816,Could be a nuclease involved in processing of the 5'-end of pre-16S rRNA
COG0817,Nuclease that resolves Holliday junction intermediates in genetic recombination. Cleaves the cruciform structure in supercoiled DNA by nicking to strands with the same polarity at sites symmetrically opposed at the junction in the homologous arms and leaves a 5'-terminal phosphate and a 3'-terminal hydroxyl group
COG0818,Recycling of diacylglycerol produced during the turnover of membrane phospholipid
COG0819,Catalyzes an amino-pyrimidine hydrolysis reaction at the C5' of the pyrimidine moiety of thiamine compounds, a reaction that is part of a thiamine salvage pathway
COG0820,rRNA (adenine-C2-)-methyltransferase activity
COG0821,Converts 2C-methyl-D-erythritol 2,4-cyclodiphosphate (ME-2,4cPP) into 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate
COG0822,iron-sulfur transferase activity
COG0823,Involved in the tonB-independent uptake of proteins
COG0824,Thioesterase
COG0825,malonyl-CoA metabolic process
COG0826,peptidase U32
COG0827,DNA restriction-modification system
COG0828,Belongs to the bacterial ribosomal protein bS21 family
COG0829,nickel cation binding
COG0830,nickel cation binding
COG0831,urea catabolic process
COG0832,Belongs to the urease beta subunit family
COG0833,amino acid
COG0834,ABC-type amino acid transport signal transduction systems periplasmic component domain
COG0835,chemotaxis
COG0836,Belongs to the mannose-6-phosphate isomerase type 2 family
COG0837,glucose binding
COG0838,NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
COG0839,Belongs to the complex I subunit 6 family
COG0840,transmembrane signaling receptor activity
COG0841,Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family
COG0842,Transport permease protein
COG0843,Cytochrome c oxidase is the component of the respiratory chain that catalyzes the reduction of oxygen to water. Subunits 1- 3 form the functional core of the enzyme complex. CO I is the catalytic subunit of the enzyme. Electrons originating in cytochrome c are transferred via the copper A center of subunit 2 and heme A of subunit 1 to the bimetallic center formed by heme A3 and copper B
COG0845,Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family
COG0846,NAD-dependent lysine deacetylase and desuccinylase that specifically removes acetyl and succinyl groups on target proteins. Modulates the activities of several proteins which are inactive in their acylated form
COG0847,DNA polymerase III is a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria. The epsilon subunit contain the editing function and is a proofreading 3'-5' exonuclease
COG0848,biopolymer transport protein
COG0849,cell division
COG0850,regulation of cytokinetic process
COG0851,Prevents the cell division inhibition by proteins MinC and MinD at internal division sites while permitting inhibition at polar sites. This ensures cell division at the proper site by restricting the formation of a division septum at the midpoint of the long axis of the cell
COG0852,NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
COG0853,Catalyzes the pyruvoyl-dependent decarboxylation of aspartate to produce beta-alanine
COG0854,Catalyzes the complicated ring closure reaction between the two acyclic compounds 1-deoxy-D-xylulose-5-phosphate (DXP) and 3-amino-2-oxopropyl phosphate (1-amino-acetone-3-phosphate or AAP) to form pyridoxine 5'-phosphate (PNP) and inorganic phosphate
COG0855,Catalyzes the reversible transfer of the terminal phosphate of ATP to form a long-chain polyphosphate (polyP)
COG0857,belongs to the CobB CobQ family
COG0858,One of several proteins that assist in the late maturation steps of the functional core of the 30S ribosomal subunit. Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Required for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA
COG0859,PFAM glycosyl transferase family 9
COG0860,N-Acetylmuramoyl-L-alanine amidase
COG0861,Integral membrane protein TerC family
COG0863,Belongs to the N(4) N(6)-methyltransferase family
COG0864,Transcriptional regulator
COG1001,Belongs to the metallo-dependent hydrolases superfamily. Adenine deaminase family
COG1002,Type II restriction enzyme, methylase subunits
COG1003,The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor
COG1004,Belongs to the UDP-glucose GDP-mannose dehydrogenase family
COG1005,NDH-1 shuttles electrons from NADH, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be ubiquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient. This subunit may bind ubiquinone
COG1006,Multisubunit Na H antiporter MnhC subunit
COG1007,ATP synthesis coupled electron transport
COG1008,NDH-1 shuttles electrons from NAD(P)H, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient
COG1009,NADH ubiquinone oxidoreductase subunit 5 chain L Multisubunit Na H antiporter, MnhA subunit
COG1010,Tetrapyrrole (Corrin/Porphyrin) Methylases
COG1011,Hydrolase
COG1012,belongs to the aldehyde dehydrogenase family
COG1013,pyruvate-flavodoxin oxidoreductase activity
COG1014,Oxidoreductase required for the transfer of electrons from pyruvate to flavodoxin
COG1015,Phosphotransfer between the C1 and C5 carbon atoms of pentose
COG1017,nitric oxide dioxygenase activity
COG1018,Is involved in NO detoxification in an aerobic process, termed nitric oxide dioxygenase (NOD) reaction that utilizes O(2) and NAD(P)H to convert NO to nitrate, which protects the bacterium from various noxious nitrogen compounds. Therefore, plays a central role in the inducible response to nitrosative stress
COG1020,D-alanine [D-alanyl carrier protein] ligase activity
COG1022,Amp-dependent synthetase and ligase
COG1023,phosphogluconate dehydrogenase (decarboxylating) activity
COG1024,Enoyl-CoA hydratase
COG1027,Aspartate ammonia-lyase
COG1028,Short-chain dehydrogenase reductase Sdr
COG1030,water channel activity
COG1032,radical SAM domain protein
COG1033,growth of symbiont in host cell
COG1034,ATP synthesis coupled electron transport
COG1038,Catalyzes a 2-step reaction, involving the ATP-dependent carboxylation of the covalently attached biotin in the first step and the transfer of the carboxyl group to pyruvate in the second
COG1040,competence protein
COG1042,CoA-binding domain protein
COG1043,involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell
COG1044,Catalyzes the N-acylation of UDP-3-O-acylglucosamine using 3-hydroxyacyl-ACP as the acyl donor. Is involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell
COG1045,serine acetyltransferase
COG1047,Peptidyl-prolyl cis-trans
COG1048,Catalyzes the isomerization of citrate to isocitrate via cis-aconitate
COG1049,propionate catabolic process, 2-methylcitrate cycle
COG1051,belongs to the nudix hydrolase family
COG1052,Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family
COG1053,succinate dehydrogenase
COG1054,Belongs to the UPF0176 family
COG1055,Involved in arsenical resistance. Thought to form the channel of an arsenite pump
COG1057,Catalyzes the reversible adenylation of nicotinate mononucleotide (NaMN) to nicotinic acid adenine dinucleotide (NaAD)
COG1058,Belongs to the CinA family
COG1060,Radical SAM enzyme that catalyzes the addition of the adenosyl radical to the double bond of 3- (1- carboxyvinyl)oxy benzoate, leading to aminodeoxyfutalosine (AFL), a key intermediate in the formation of menaquinone (MK, vitamin K2) from chorismate
COG1061,Type III restriction enzyme res subunit
COG1062,S-(hydroxymethyl)glutathione dehydrogenase activity
COG1063,alcohol dehydrogenase
COG1064,alcohol dehydrogenase
COG1066,DNA-dependent ATPase involved in processing of recombination intermediates, plays a role in repairing DNA breaks. Stimulates the branch migration of RecA-mediated strand transfer reactions, allowing the 3' invading strand to extend heteroduplex DNA faster. Binds ssDNA in the presence of ADP but not other nucleotides, has ATPase activity that is stimulated by ssDNA and various branched DNA structures, but inhibited by SSB. Does not have RecA's homology-searching function
COG1067,ATP-dependent peptidase activity
COG1070,Carbohydrate kinase
COG1071,oxidoreductase activity, acting on the aldehyde or oxo group of donors, disulfide as acceptor
COG1072,(Pantothenic acid kinase))
COG1073,alpha beta
COG1074,ATP-dependent DNA helicase activity
COG1075,acetyltransferases and hydrolases with the alpha beta hydrolase fold
COG1076,Co-chaperone involved in the maturation of iron-sulfur cluster-containing proteins. Seems to help targeting proteins to be folded toward HscA
COG1077,Cell shape determining protein MreB Mrl
COG1078,dGTPase activity
COG1079,Belongs to the binding-protein-dependent transport system permease family
COG1080,General (non sugar-specific) component of the phosphoenolpyruvate-dependent sugar phosphotransferase system (sugar PTS). This major carbohydrate active-transport system catalyzes the phosphorylation of incoming sugar substrates concomitantly with their translocation across the cell membrane. Enzyme I transfers the phosphoryl group from phosphoenolpyruvate (PEP) to the phosphoryl carrier protein (HPr)
COG1082,Xylose isomerase domain protein TIM barrel
COG1083,cytidylyl-transferase
COG1085,galactose-1-phosphate uridylyltransferase
COG1086,Polysaccharide biosynthesis protein
COG1087,Belongs to the NAD(P)-dependent epimerase dehydratase family
COG1088,dTDP-glucose 4,6-dehydratase activity
COG1089,Catalyzes the conversion of GDP-D-mannose to GDP-4- dehydro-6-deoxy-D-mannose
COG1090,epimerase
COG1091,dTDP-4-dehydrorhamnose reductase activity
COG1092,Specifically methylates the guanine in position 2445 (m2G2445) and the guanine in position 2069 (m7G2069) of 23S rRNA
COG1100,Small GTP-binding protein
